date,row_ret,equity
2025-08-28,-0.0019059776976023,0.9980940223023977
2025-08-29,0.0103247358288449,1.0083990794150193
2025-09-02,-0.0380898483088263,0.9699893114453411
2025-09-03,-0.0001,0.9698923125141965
2025-09-04,-0.0004753287945149,0.9694312947704798
2025-09-05,0.0074514103223234,0.9766549251271158
2025-09-08,-0.014939409394816,0.9620642773631785
2025-09-09,-0.0322594948601939,0.9310285697524049
2025-09-10,0.0142863688393706,0.9443295872998795
2025-09-11,0.0175629638149852,0.9609148136710473
2025-09-12,-0.0001,0.9608187221896801
2025-09-15,0.0060258849469240995,0.9666085052644457
2025-09-16,-0.0001,0.9665118444139194
2025-09-17,-0.0047445482440199,0.9619261823396809
2025-09-18,-0.032132936609957405,0.9310166692991015
2025-09-19,-0.0001,0.9309235676321717
2025-09-22,-0.0065432754725202,0.924832278285293
2025-09-23,-0.0083323317934809,0.917126268889299
2025-09-24,0.0180729959284899,0.9337014882128466
2025-09-25,-0.0054891128980519,0.9285762953309672
2025-09-26,-0.0001,0.9284834377014342
2025-09-29,0.0,0.9284834377014342
2025-09-30,0.0,0.9284834377014342
2025-10-01,-0.0066766606171098,0.9222842688992943
2025-10-02,-0.0001,0.9221920404724043
2025-10-03,-0.0052545873532889005,0.9173463018392344
2025-10-06,0.0007180741481197999,0.9180050245034584
2025-10-07,-0.0061602717739659,0.9123498640626508
2025-10-08,-0.0156777893144718,0.8980462351127896
2025-10-09,-0.0345220801663067,0.867043810991176
2025-10-10,0.0097443606964409,0.8754925986250908
2025-10-13,0.0004441597703503,0.8758814572166396
2025-10-14,0.0063364896410273,0.8814314709970608
2025-10-15,-0.0075800088931069,0.8747502126082387
2025-10-16,0.0195594924129378,0.8918598827549653
