model,tag,end_equity,CAGR,ann_vol,Sharpe,Sortino,MaxDD,n_days
baseline,long_only,0.981858093986735,-0.1235022267480913,0.10651019190968625,-1.1855125898832657,-1.5637633249278462,-0.0344354928680034,35
hybrid,long_only,1.0031636960995551,0.023003241341187808,0.13622609367044958,0.23383791520442745,0.21703741538966997,-0.03701427870200258,35
baseline,long_short,0.943525874219128,-0.3419976224963638,0.12059617784289213,-3.4088948580842575,-4.1244750640012136,-0.06075644373679023,35
hybrid,long_short,0.9782013850186952,-0.14673571370534233,0.15939102548200432,-0.9170319424151152,-0.9271492576424438,-0.04513545083573911,35
