date,ticker,close,ret_1d,fwd_ret_1d,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_5,mom_5,mom_10,mom_20,vol_5,vol_10,vol_20,rsi_14,vol_z20,dow_1,dow_2,dow_3,dow_4,sentiment_mean,sentiment_sum,news_count,sent_mean_roll3,sent_mean_roll5,sent_mean_roll7,sent_sum_roll3,sent_sum_roll5,sent_sum_roll7,news_count_roll3,news_count_roll5,news_count_roll7,sentiment_mean_isna,sentiment_sum_isna,news_count_isna,sent_mean_roll3_isna,sent_mean_roll5_isna,sent_mean_roll7_isna,sent_sum_roll3_isna,sent_sum_roll5_isna,sent_sum_roll7_isna,news_count_roll3_isna,news_count_roll5_isna,news_count_roll7_isna,fwd_ret_1d,date,ticker
2025-09-16,AAPL,238.1499938964844,0.0061258849469241206,0.0035272375318422533,0.011235910376080627,0.017562963814985233,0.014286368839370622,-0.014839409394816094,0.02145416598689276,0.010862017336382479,0.025068199252650025,0.020368686853294966,0.019243307651896923,0.015067242631076406,0.6091357570473442,1.0820252459478725,True,False,False,False,0.23403540357119507,8.425274528563023,36.0,0.3204891303583127,0.3204891303583127,0.32048913035831267,33.91918813623488,33.91918813623488,33.91918813623488,107.0,107.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035272375318422533,2025-09-16,AAPL
2025-09-17,AAPL,238.9900054931641,0.0035272375318422533,-0.0046445482440199415,0.0061258849469241206,0.011235910376080627,0.017562963814985233,-0.03225949486019397,0.014440485074926679,0.014203709375780527,0.026820935347724673,0.005755530953632098,0.015040568358444657,0.01505456791893847,0.6058266833657755,-0.18472111391091275,False,True,False,False,0.1420510274772015,6.392296236474067,45.0,0.244671440145639,0.2758796046380349,0.2758796046380349,37.72495568590239,40.31148437270895,40.31148437270895,145.0,152.0,152.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046445482440199415,2025-09-17,AAPL
2025-09-18,AAPL,237.8800048828125,-0.0046445482440199415,0.03203293660995743,0.0035272375318422533,0.0061258849469241206,0.011235910376080627,0.014286368839370622,0.0030443972736542424,0.010307804379361185,0.0194522373242505,0.008331481943703374,0.014994762574553126,0.014270710864637683,0.5678572149444959,-0.36064344344901295,False,False,True,False,0.3451360806098415,12.424898901954295,36.0,0.24040750388607937,0.28973089983239625,0.28973089983239625,27.242469666991383,52.73638327466324,52.73638327466324,117.0,188.0,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0.03203293660995743,2025-09-18,AAPL
2025-09-19,AAPL,245.5,0.03203293660995743,0.04309566831880085,-0.0046445482440199415,0.0035272375318422533,0.0061258849469241206,0.017562963814985233,0.025291925250516156,0.04010438662999505,0.04748454073555508,0.013763652579085546,0.01822530116668203,0.015571015152670642,0.643965495218034,3.7989376939000374,False,False,False,True,0.2962303811576791,15.403979820199313,52.0,0.26113916308157403,0.2750761564408875,0.2908141467199434,34.22117495862767,65.55383440805599,68.14036309486255,133.0,233.0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0.04309566831880085,2025-09-19,AAPL
2025-09-22,AAPL,256.0799865722656,0.04309566831880085,-0.006443275472520216,0.03203293660995743,-0.0046445482440199415,0.0035272375318422533,0.011235910376080627,0.05244118239085549,0.07662678489787256,0.08606490720001103,0.0204358255168768,0.021794732164559502,0.017744165906502442,0.741568791333703,1.53785827644244,False,False,False,False,0.0,0.0,0.0,0.3206832308837603,0.2543632232039793,0.2908141467199434,27.828878722153604,42.646449487190694,68.14036309486255,88.0,169.0,240.0,1,1,1,0,0,0,0,0,0,0,0,0,-0.006443275472520216,2025-09-22,AAPL
2025-09-23,AAPL,254.42999267578125,-0.006443275472520216,-0.008332331793480918,0.04309566831880085,0.03203293660995743,-0.0046445482440199415,0.0061258849469241206,0.031852227374424835,0.060734900952511106,0.07286298350815978,0.02261518989591925,0.020980209516000128,0.01786205073377734,0.6681415329739008,-0.003288631419796534,True,False,False,False,0.0,0.0,0.0,0.2962303811576791,0.2611391630815741,0.2750761564408875,15.403979820199313,34.22117495862767,65.55383440805599,52.0,133.0,233.0,1,1,1,0,0,0,0,0,0,0,0,0,-0.008332331793480918,2025-09-23,AAPL
2025-09-24,AAPL,252.30999755859372,-0.008332331793480918,0.018072995928489988,-0.006443275472520216,0.04309566831880085,0.03203293660995743,0.0035272375318422533,0.012317450111583028,0.04082272150242949,0.05878920879057681,0.024470261383443104,0.016761601139283756,0.018113242856116703,0.6297907770200001,-0.5849707405173544,False,True,False,False,0.0,0.0,0.0,0.0,0.3206832308837604,0.2543632232039793,0.0,27.828878722153604,42.646449487190694,0.0,88.0,169.0,1,1,1,1,0,0,1,0,0,1,0,0,0.018072995928489988,2025-09-24,AAPL
2025-09-25,AAPL,256.8699951171875,0.018072995928489988,-0.005489112898051984,-0.008332331793480918,-0.006443275472520216,0.04309566831880085,-0.0046445482440199415,0.015143973701415847,0.04802975611437299,0.07199120258479152,0.02286260645305685,0.01689026977644705,0.018349888423639348,0.6628744391198532,-0.19768140964756997,False,False,True,False,0.0,0.0,0.0,0.0,0.2962303811576791,0.26113916308157403,0.0,15.403979820199313,34.22117495862767,0.0,52.0,133.0,1,1,1,1,0,0,1,0,0,1,0,0,-0.005489112898051984,2025-09-25,AAPL
2025-09-26,AAPL,255.4600067138672,-0.005489112898051984,-0.004031997224675621,0.018072995928489988,-0.008332331793480918,-0.006443275472520216,0.03203293660995743,0.0016861192547228399,0.03325962050590148,0.061036851654002966,0.022306485568671368,0.017491288433205333,0.018493910081630607,0.6679404677829709,-0.5300006721794083,False,False,False,True,0.14258946637467793,6.84429438598454,48.0,0.14258946637467793,0.14258946637467793,0.2613186427140662,6.84429438598454,6.84429438598454,34.673173108138144,48.0,48.0,136.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004031997224675621,2025-09-26,AAPL
2025-09-29,AAPL,254.42999267578125,-0.004031997224675621,0.0007861188255666729,-0.005489112898051984,0.018072995928489988,-0.008332331793480918,0.04309566831880085,-0.0010600874585632303,0.02176617473325404,0.05188955379345006,0.01091120014053303,0.017927413917444415,0.018542822638890705,0.7014445026890929,-0.7382822030796854,False,False,False,False,0.34736540405234945,16.673539394512773,48.0,0.24497743521351373,0.24497743521351373,0.2620617505282355,23.517833780497313,23.517833780497313,38.92181360069662,96.0,96.0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007861188255666729,2025-09-29,AAPL
2025-09-30,AAPL,254.6300048828125,0.0007861188255666729,0.003220327729275496,-0.004031997224675621,-0.005489112898051984,0.018072995928489988,-0.006443275472520216,-0.0004317912659946854,0.01584631747984888,0.04732351282655989,0.010522167127210203,0.018048409747058833,0.01822649503356169,0.8276837849992563,-0.8047713012521501,True,False,False,False,0.2637861571274698,6.330867771059275,24.0,0.2512470091848324,0.2512470091848324,0.2512470091848324,29.848701551556587,29.848701551556587,29.848701551556587,120.0,120.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003220327729275496,2025-09-30,AAPL
2025-10-01,AAPL,255.4499969482422,0.003220327729275496,0.00657666061710982,0.0007861188255666729,-0.004031997224675621,-0.005489112898051984,-0.008332331793480918,0.00032109614712583223,0.012469081635272161,0.0470399354157891,0.00938704819171788,0.018054961533925308,0.016513866317119322,0.8172742059122865,-0.39379199436603063,False,True,False,False,0.27516495493449733,13.483082791790368,49.0,0.29543883870477217,0.25722649562224864,0.25722649562224864,36.48748995736241,43.33178434334695,43.33178434334695,121.0,169.0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657666061710982,2025-10-01,AAPL
2025-10-02,AAPL,257.1300048828125,0.00657666061710982,0.0034612223931820285,0.003220327729275496,0.0007861188255666729,-0.004031997224675621,0.018072995928489988,0.0066948698376672056,0.011410999945526079,0.050191778743974735,0.005010058703381937,0.017605922754226695,0.01652226890017735,0.8058356596295312,-0.5914599972234954,False,False,True,False,0.29720258565041524,8.618874983862042,29.0,0.2787178992374608,0.26522171362788194,0.26522171362788194,28.432825546711683,51.950659327208996,51.950659327208996,102.0,198.0,198.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034612223931820285,2025-10-02,AAPL
2025-10-03,AAPL,258.0199890136719,0.0034612223931820285,-0.005154587353288997,0.00657666061710982,0.003220327729275496,0.0007861188255666729,-0.005489112898051984,0.008158383289037063,0.009938086755278297,0.0498967076694814,0.003950590483085757,0.015449469685138906,0.016495595442682292,0.7964405750264294,-0.3577715429910875,False,False,False,True,0.45994770782999694,12.878535819239914,28.0,0.3441050828049699,0.32869336191894577,0.2976760459949011,34.98049359489232,57.98490076046437,64.82919514644891,106.0,178.0,226.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005154587353288997,2025-10-03,AAPL
2025-10-06,AAPL,256.69000244140625,-0.005154587353288997,-0.0008180741481198517,0.0034612223931820285,0.00657666061710982,0.003220327729275496,-0.004031997224675621,0.0011935331692081164,0.004492428477776977,0.040502978053319705,0.004387062977768611,0.008000306374185162,0.016417156405648045,0.7586499191521543,-0.5017385763435822,False,False,False,False,0.34231872608264285,6.161737069487572,18.0,0.36648967318768505,0.32768402632500443,0.3040535717217213,27.65914787258953,47.47309843543917,70.99093221593648,75.0,148.0,244.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0008180741481198517,2025-10-06,AAPL
2025-10-07,AAPL,256.4800109863281,-0.0008180741481198517,0.006160271773965942,-0.005154587353288997,0.0034612223931820285,0.00657666061710982,0.0007861188255666729,-0.0010671298879557645,0.002866156255627361,0.035009501302412094,0.004533933352119027,0.00766691228257232,0.015863057535191797,0.7483674020943566,-0.8582219953802497,True,False,False,False,0.0,0.0,0.0,0.40113321695632,0.3436584936243881,0.3309642559462286,19.040272888727486,41.142230664379895,64.14663782995194,46.0,124.0,196.0,1,1,1,0,0,0,0,0,0,0,0,0,0.006160271773965942,2025-10-07,AAPL
2025-10-08,AAPL,258.0599975585937,0.006160271773965942,-0.015577789314471846,-0.0008180741481198517,-0.005154587353288997,0.0034612223931820285,0.003220327729275496,0.003047297762151624,0.006780523855524079,0.0348561095110238,0.00498769353448612,0.0070908333314265715,0.013274407702984993,0.7827919186774195,-0.6347589261775216,False,True,False,False,0.0,0.0,0.0,0.34231872608264285,0.36648967318768505,0.3276840263250044,6.161737069487572,27.65914787258953,47.47309843543917,18.0,75.0,148.0,1,1,1,0,0,0,0,0,0,0,0,0,-0.015577789314471846,2025-10-08,AAPL
2025-10-09,AAPL,254.0399932861328,-0.015577789314471846,-0.03452208016630676,0.006160271773965942,-0.0008180741481198517,-0.005154587353288997,0.00657666061710982,-0.010200365407626255,-0.007807430326272735,0.013854472158972397,0.008534862966962285,0.006738403900223143,0.014018542506456717,0.6331048788827217,-0.5492181139452552,False,False,True,False,0.0,0.0,0.0,0.0,0.4011332169563199,0.34365849362438805,0.0,19.040272888727486,41.142230664379895,0.0,46.0,124.0,1,1,1,1,0,0,1,0,0,1,0,0,-0.03452208016630676,2025-10-09,AAPL
2025-10-10,AAPL,245.2700042724609,-0.03452208016630676,0.009744360696440912,-0.015577789314471846,0.006160271773965942,-0.0008180741481198517,0.0034612223931820285,-0.03478047671495654,-0.03823227760187775,-0.023328672750901003,0.015822316356217194,0.012573813650213607,0.0162375663303403,0.32144032738913725,0.2302996613953765,False,False,False,True,0.26177155998136314,5.497202759608626,21.0,0.26177155998136314,0.302045143032003,0.34031014488610456,5.497202759608626,11.658939829096198,33.156350632198155,21.0,39.0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0.009744360696440912,2025-10-10,AAPL
2025-10-13,AAPL,247.66000366210935,0.009744360696440912,0.0004441597703503941,-0.03452208016630676,-0.015577789314471846,0.006160271773965942,-0.005154587353288997,-0.018398578905759466,-0.026275529935949393,-0.015958961313693676,0.018185336856255896,0.013302293044223187,0.016198536101927754,0.3908416604706663,-0.5549471417533681,False,False,False,False,0.3362199754661156,18.155878675170243,54.0,0.29899576772373937,0.29899576772373937,0.3500644923400296,23.65308143477887,23.65308143477887,42.693354323506355,75.0,75.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004441597703503941,2025-10-13,AAPL
2025-10-14,AAPL,247.7700042724609,0.0004441597703503941,0.0063364896410273985,0.009744360696440912,-0.03452208016630676,-0.015577789314471846,-0.0008180741481198517,-0.011135042828441577,-0.023208491951582477,-0.017399821253277548,0.018301047016329865,0.013293022252346721,0.016179370357189,0.42172412992567165,-0.5925229547691366,True,False,False,False,0.3177073724301798,8.895806428045034,28.0,0.3052329692925529,0.3052329692925529,0.3145044084900754,32.548887862823904,32.548887862823904,38.710624932311475,103.0,103.0,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063364896410273985,2025-10-14,AAPL
2025-10-15,AAPL,249.33999633789065,0.0063364896410273985,-0.007580008893106949,0.0004441597703503941,0.009744360696440912,-0.03452208016630676,0.006160271773965942,0.002105957699297889,-0.014645575601523908,-0.013198784641297201,0.01833226831850714,0.01348103063674662,0.01620453856941528,0.35524771949236966,-0.618201047543338,False,True,False,False,0.07376431916399225,2.803044128231705,38.0,0.24256388902009593,0.24736580676041273,0.24736580676041273,29.85472923144698,35.35193199105561,35.35193199105561,120.0,141.0,141.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007580008893106949,2025-10-15,AAPL
2025-10-16,AAPL,247.4499969482422,-0.007580008893106949,0.019559492412937862,0.0063364896410273985,0.0004441597703503941,0.009744360696440912,-0.015577789314471846,-0.0001939577296686812,-0.018359408325711257,-0.022529816566695504,0.017703771522927337,0.013181201986342112,0.01628333588817359,0.3488104576030618,-0.4177356661317997,False,False,True,False,0.2579988815173831,11.867948549799621,46.0,0.21649019103718506,0.24949242171180677,0.2494924217118068,23.56679910607636,47.21988054085523,47.21988054085523,112.0,187.0,187.0,0,0,0,0,0,0,0,0,0,0,0,0,0.019559492412937862,2025-10-16,AAPL
2025-08-19,AMZN,228.00999450683597,-0.01503309388634011,-0.018420231785569063,0.0019911124801876845,0.00021648217457248542,0.02858923333961183,0.0007681796954406295,-0.0052527503319415025,0.010248228303941342,0.009523621581340347,0.01632028103417271,0.016556731158421344,0.02380034423705861,0.47957265108436886,-0.6471392697555032,True,False,False,False,0.3084631346649042,16.657009271904826,54.0,0.3084631346649042,0.3084631346649042,0.3084631346649042,16.657009271904826,16.657009271904826,16.657009271904826,54.0,54.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018420231785569063,2025-08-19,AMZN
2025-08-20,AMZN,223.80999755859372,-0.018420231785569063,-0.008310623433453124,-0.01503309388634011,0.0019911124801876845,0.00021648217457248542,0.013952211680404059,-0.022936825039687525,-0.009019391722606906,-0.008088290971188017,0.018609427121991796,0.013468814507465681,0.024151037689117034,0.4039895850087706,-0.4120627049595018,False,True,False,False,0.32278982675349227,15.816701510921122,49.0,0.31562648070919824,0.31562648070919824,0.31562648070919824,32.47371078282595,32.47371078282595,32.47371078282595,103.0,103.0,103.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008310623433453124,2025-08-20,AMZN
2025-08-21,AMZN,221.9499969482422,-0.008310623433453124,0.031043025385826706,-0.018420231785569063,-0.01503309388634011,0.0019911124801876845,0.02858923333961183,-0.023356721173059425,-0.01674132429422448,-0.014085768139364241,0.009019917829983275,0.013710640782284256,0.023824619339207688,0.5996124927114866,-0.5579634454440434,False,False,True,False,0.0,0.0,0.0,0.31562648070919824,0.31562648070919824,0.31562648070919824,32.47371078282595,32.47371078282595,32.47371078282595,103.0,103.0,103.0,1,1,1,0,0,0,0,0,0,0,0,0,0.031043025385826706,2025-08-21,AMZN
2025-08-22,AMZN,228.83999633789065,0.031043025385826706,-0.003932852258726305,-0.008310623433453124,-0.018420231785569063,-0.01503309388634011,0.00021648217457248542,0.008905732233719377,0.011027452169102059,0.01710733992647473,0.019917061441394785,0.016905192846744712,0.02493576493535404,0.7152515957496113,-0.381224414102498,False,False,False,True,0.0,0.0,0.0,0.32278982675349227,0.31562648070919824,0.31562648070919824,15.816701510921122,32.47371078282595,32.47371078282595,49.0,103.0,103.0,1,1,1,0,0,0,0,0,0,0,0,0,-0.003932852258726305,2025-08-22,AMZN
