fold_train_rows,fold_test_rows,MAE,R2
35,35,0.015201078157400514,-0.19850421417040742
70,35,0.01159294526669118,0.02675791692649454
105,35,0.01242773112557497,-0.08636161610965898
140,35,0.010733646748586,-0.9030481444403984
175,35,0.015365229787533066,-0.1739844385484539
