date,row_ret,equity
2025-08-28,-0.0058884234405459,0.9941115765594541
2025-08-29,0.0029985559546349,0.997092475746918
2025-09-02,-0.0004553590999198,0.996638440614625
2025-09-03,0.005084515851476699,1.0017058645641213
2025-09-04,-0.0255330062592966,0.9761293024542315
2025-09-05,-0.0001,0.976031689523986
2025-09-08,0.0003215003009491,0.9763454840059038
2025-09-09,0.00393248819381,0.9801849510948368
2025-09-10,-0.0013790827881028,0.9788331948996245
2025-09-11,0.017644124783092,0.9961038499322662
2025-09-12,-0.0001,0.996004239547273
2025-09-15,0.012163227620067,1.0081188658234381
2025-09-16,-0.0019251541181433,1.0061780816373203
2025-09-17,-0.003178265245401,1.002980180809768
2025-09-18,0.0186448623092763,1.0216806081798993
2025-09-19,0.006619017083315399,1.028443129579134
2025-09-22,-0.0102467608063782,1.0179049188273737
2025-09-23,-0.0019066156556137,1.0159641653732112
2025-09-24,-0.0062158387817614,1.0096490959132045
2025-09-25,0.0087371411680703,1.0184705425944127
2025-09-26,0.0061392566052453,1.0247231946002833
2025-09-29,0.0065099820832275,1.0313941242373987
2025-09-30,0.003398030165354,1.0348988325839263
2025-10-01,-0.0001,1.034795342700668
2025-10-02,0.0030216996588354004,1.037922183434671
2025-10-03,0.021687508007657,1.0604321290992353
2025-10-06,0.008583857940984601,1.069534727851479
2025-10-07,-0.0001,1.069427774378694
2025-10-08,-0.0047679075656618004,1.064328841602305
2025-10-09,-0.0218989900925364,1.0410211148448554
2025-10-10,0.0060474330467461,1.0473166203371287
2025-10-13,-0.0009337233345938,1.046338716370012
2025-10-14,-0.0002726301116511,1.0460534529289431
2025-10-15,-0.0035448013364658,1.0423454012509858
2025-10-16,0.0038506514624172,1.0463591100946568
