date,row_ret,equity
2025-08-28,-0.0058884234405459,0.9941115765594541
2025-08-29,-0.0001,0.9940121654017983
2025-09-02,0.0,0.9940121654017983
2025-09-03,0.005084515851476699,0.9990662360133444
2025-09-04,-0.0255330062592966,0.9735570715557639
2025-09-05,-0.0065646711253157,0.9671659895592749
2025-09-08,0.0003215003009491,0.967476933715986
2025-09-09,0.00393248819381,0.9712815253356076
2025-09-10,-0.0013790827881028,0.9699420477016151
2025-09-11,-0.0001,0.9698450534968449
2025-09-12,0.010607965327386401,0.9801331361972767
2025-09-15,-0.012263227620067,0.9681135404501193
2025-09-16,0.0019251541181433,0.9699773082193471
2025-09-17,-0.003078265245401,0.9669914607826279
2025-09-18,0.0186448623092763,0.985020883423166
2025-09-19,-0.0067190170833154,0.9784025112800233
2025-09-22,-0.0101467608063782,0.9684748950257052
2025-09-23,0.0018066156556137,0.9702245569331275
2025-09-24,-0.0061158387817614,0.9642908199608187
2025-09-25,0.0087371411680703,0.9727159649818906
2025-09-26,0.0061392566052453,0.9786877178949334
2025-09-29,0.0065099820832275,0.9850589574035042
2025-09-30,-0.0001,0.9849604515077639
2025-10-01,-0.0077389362729859005,0.9773379053421338
2025-10-02,0.0031216996588354,0.9803888607478073
2025-10-03,0.021687508007657,1.0016510520158932
2025-10-06,-0.0086838579409846,0.9929528565737494
2025-10-07,-0.0017603594595525,0.9912049026197901
2025-10-08,-0.0047679075656618004,0.9864789292654681
2025-10-09,-0.0218989900925364,0.9648760369669878
2025-10-10,0.0060474330467461,0.9707110601989554
2025-10-13,-0.0009337233345938,0.9698046846308993
2025-10-14,-0.0002726301116511,0.9695402866714486
2025-10-15,-0.0035448013364658,0.9661034589674983
2025-10-16,0.0038506514624172,0.9698235866646179
