date,row_ret,equity
2025-08-28,-0.011326278216735,0.988673721783265
2025-08-29,0.0158825487428355,1.0043763803602483
2025-09-02,-0.0028845707190781,1.0014791856625276
2025-09-03,-0.0001,1.0013790377439613
2025-09-04,-0.0143141503260102,0.9870451476643788
2025-09-05,-0.0152077970093089,0.9720343654196756
2025-09-08,0.0100764297512747,0.9818290014186519
2025-09-09,-0.0332018279034852,0.9492304838828991
2025-09-10,-0.0016498279850283,0.9476644168663471
2025-09-11,-0.0078278020249895,0.9402462874249902
2025-09-12,0.014376501718361,0.9537637397918381
2025-09-15,-0.011420962964584499,0.942870839442712
2025-09-16,-0.010482430689534899,0.9329872612190702
2025-09-17,-0.0016837898189711,0.9314163067673997
2025-09-18,0.0010811746080494,0.9324233304277999
2025-09-19,-0.0166320672014272,0.9169152029359462
2025-09-22,-0.030400202172415,0.8890407953917325
2025-09-23,-0.0022654160880354,0.8870267480709323
2025-09-24,-0.009354764790773,0.8787288214796044
2025-09-25,0.0074719455806444,0.8852946354138439
2025-09-26,0.0108745081578076,0.8949217791487151
2025-09-29,-0.0117027090343199,0.8844487699588618
2025-09-30,-0.0001,0.8843603250818659
2025-10-01,0.0079678001174059,0.8914067313838824
2025-10-02,-0.0130390230094107,0.8797836585026243
2025-10-03,-0.0001,0.879695680136774
2025-10-06,0.0038837252472938,0.8831121764596566
2025-10-07,0.0155108777181911,0.896810021440168
2025-10-08,-0.0001,0.896720340438024
2025-10-09,-0.0,0.896720340438024
2025-10-10,-0.0172003941883314,0.8812963971057952
2025-10-13,-0.016821987604374998,0.8664712400379011
2025-10-14,-0.0037894175689383,0.8631878186979217
2025-10-15,-0.0051027789866018,0.8587831620351792
2025-10-16,-0.0066676361562507,0.8530571083736143
