date,ticker,close,ret_1d,fwd_ret_1d,volume,sentiment_mean,sentiment_sum,news_count,ppos_mean,pneg_mean,sentiment_roll7
2025-06-02,AAPL,201.47134399414065,,0.007783846649397352,35423300,0.8946260102093221,0.8946260102093221,1.0,0.937064290046692,0.0424382798373699,0.8946260102093221
2025-06-03,AAPL,203.03956604003903,0.007783846649397352,-0.00221374660210516,46381600,,,,,,0.8946260102093221
2025-06-04,AAPL,202.590087890625,-0.00221374660210516,-0.010797740805414069,43604000,,,,,,0.8946260102093221
2025-06-05,AAPL,200.40257263183597,-0.010797740805414069,0.01639826694665114,55126100,,,,,,0.8946260102093221
2025-06-06,AAPL,203.68882751464844,0.01639826694665114,-0.012112562253018933,46607700,,,,,,0.8946260102093221
2025-06-09,AAPL,201.2216339111328,-0.012112562253018933,0.00605607184084711,72862600,,,,,,0.8946260102093221
2025-06-10,AAPL,202.44024658203125,0.00605607184084711,-0.019193760456297837,54672600,,,,,,0.8946260102093221
2025-06-11,AAPL,198.55465698242188,-0.019193760456297837,0.002112895022762018,60989900,,,,,,
2025-06-12,AAPL,198.97418212890625,0.002112895022762018,-0.013805244367089187,43904600,,,,,,
2025-06-13,AAPL,196.227294921875,-0.013805244367089187,0.010028031208825672,51447300,,,,,,
2025-06-16,AAPL,198.195068359375,0.010028031208825672,-0.014010719296581597,43020700,,,,,,
2025-06-17,AAPL,195.418212890625,-0.014010719296581597,0.004804743182752258,38856200,,,,,,
2025-06-18,AAPL,196.35714721679688,0.004804743182752258,0.02248450514132916,45394700,,,,,,
2025-06-20,AAPL,200.7721405029297,0.02248450514132916,0.002487573343361582,96813500,,,,,,
2025-06-23,AAPL,201.2715759277344,0.002487573343361582,-0.005955331300461553,55814300,,,,,,
2025-06-24,AAPL,200.07293701171875,-0.005955331300461553,0.0062905831155934955,54064000,0.19209474232047796,0.3841894846409559,2.0,0.24202349036931986,0.0499287480488419,0.19209474232047796
2025-06-25,AAPL,201.33151245117188,0.0062905831155934955,-0.0027783626191049127,39525700,0.2999840441159904,11.999361764639616,40.0,0.5432492727879434,0.24326522867195305,0.24603939321823418
2025-06-26,AAPL,200.7721405029297,-0.0027783626191049127,0.00039801477495893245,50799100,0.37221884068523375,19.72759855631739,53.0,0.5924775674236271,0.22025872673839328,0.28809920904056735
2025-06-27,AAPL,200.85205078125,0.00039801477495893245,0.020340134193924664,73188600,0.5511816268503342,25.354354835115373,46.0,0.6385820446454961,0.0874004177951618,0.35386981349300906
2025-06-30,AAPL,204.9374084472656,0.020340134193924664,0.012916154224275056,91912800,0.25228454017390806,20.435047754086554,81.0,0.5170805685590079,0.26479602838509975,0.3335527588291889
2025-07-01,AAPL,207.58441162109372,0.012916154224275056,0.022230770203315986,78788900,0.8264634013175965,0.8264634013175965,1.0,0.9006335139274597,0.0741701126098632,0.4157045325772568
2025-07-02,AAPL,212.1991729736328,0.022230770203315986,0.005225041050401336,67941800,,,,,,0.4157045325772568
2025-07-03,AAPL,213.30792236328125,0.005225041050401336,-0.016857939297312052,34955800,,,,,,0.4604264906286126
2025-07-07,AAPL,209.7119903564453,-0.016857939297312052,0.0002858039892503772,50229000,,,,,,0.5005371022567682
2025-07-08,AAPL,209.7719268798828,0.0002858039892503772,0.005380715910463962,42848900,,,,,,0.5433098561139462
2025-07-09,AAPL,210.9006500244141,0.005380715910463962,0.006014939675876629,48749400,,,,,,0.5393739707457523
2025-07-10,AAPL,212.1692047119141,0.006014939675876629,-0.00588483580504795,44443600,,,,,,0.8264634013175965
2025-07-11,AAPL,210.92062377929688,-0.00588483580504795,-0.012028812490351148,39765800,,,,,,
2025-07-14,AAPL,208.3834991455078,-0.012028812490351148,0.0023488240612372646,38840100,,,,,,
2025-07-15,AAPL,208.8729553222656,0.0023488240612372646,0.00502129567034082,42296300,0.5349661987274886,0.5349661987274886,1.0,0.5542341470718384,0.0192679483443498,0.5349661987274886
2025-07-16,AAPL,209.92176818847656,0.00502129567034082,-0.0006661853268702389,47490500,,,,,,0.5349661987274886
2025-07-17,AAPL,209.78192138671875,-0.0006661853268702389,0.005523241182089356,48068100,,,,,,0.5349661987274886
2025-07-18,AAPL,210.9405975341797,0.005523241182089356,0.0061558702516160135,48974600,,,,,,0.5349661987274886
2025-07-21,AAPL,212.23912048339844,0.0061558702516160135,0.009036182474420285,51377400,,,,,,0.5349661987274886
2025-07-22,AAPL,214.15695190429688,0.009036182474420285,-0.0011660856188711044,46404100,,,,,,0.5349661987274886
2025-07-23,AAPL,213.9072265625,-0.0011660856188711044,-0.0018211487803652116,46989300,,,,,,0.5349661987274886
2025-07-24,AAPL,213.5176696777344,-0.0018211487803652116,0.0005614197975083446,46022600,0.4412285469729325,12.795627862215042,29.0,0.627915922038514,0.18668737506558153,0.4412285469729325
2025-07-25,AAPL,213.63754272460935,0.0005614197975083446,0.0007948746335073587,40268800,0.44137273380266767,15.448045683093369,35.0,0.6351250299385616,0.19375229613589387,0.4413006403878001
2025-07-28,AAPL,213.80735778808597,0.0007948746335073587,-0.012987651582609505,37858000,0.4424424541883924,39.377378422766924,89.0,0.6302330973819735,0.1877906431935811,0.4416812449879975
2025-07-29,AAPL,211.03050231933597,-0.012987651582609505,-0.010507881543836528,51411700,0.4044560218724061,19.8183450717479,49.0,0.5795657415399138,0.17510971966750763,0.43237493920909964
2025-07-30,AAPL,208.81301879882807,-0.010507881543836528,-0.007079622090834903,45512500,0.39091133382171395,17.591010021977127,45.0,0.596455836089121,0.205544502267407,0.42408221813162256
2025-07-31,AAPL,207.33470153808597,-0.007079622090834903,-0.02500359327392121,80698400,,,,,,0.42408221813162256
2025-08-01,AAPL,202.1505889892578,-0.02500359327392121,0.004792974350137147,104434500,,,,,,0.42408221813162256
2025-08-04,AAPL,203.11949157714844,0.004792974350137147,-0.0021146907604692178,75109300,,,,,,0.4197956359212951
