ticker,corr_same_day,corr_next_day
AAPL,0.19461875375441887,0.3563785536029445
AMZN,0.020861084442741495,-0.2900114503497957
GOOGL,-0.06763707605365761,0.09895047434249828
MSFT,-0.05869224807225841,-0.5150519506504254
NVDA,-0.6319546961371982,0.3728335698359113
